FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
6328266.java	217	4	84	305	9697
758164.java	10	1	4	14	345
1118470.java	594	10	67	671	23265
6172457.java	11	1	13	25	351
7111122.java	12	24	9	45	1123
8359562.java	7	29	9	45	1328
6428011.java	4	1	3	7	164
2338842.java	60	0	8	68	1991
6269693.java	27	31	17	70	1664
9282953.java	19	24	13	56	1886
8096104.java	238	0	50	288	9477
9117007.java	93	8	25	126	3397
846390.java	3	53	6	62	2576
11381282.java	17	11	6	34	990
8685878.java	114	14	50	178	3837
7406068.java	4	22	7	33	974
5674422.java	107	2	22	131	3978
7006951.java	247	29	33	309	7721
8838450.java	71	12	19	102	3358
10322040.java	23	5	6	34	530
4211297.java	7	3	6	16	246
10368317.java	35	0	8	43	1504
4924276.java	93	61	19	172	5637
3411276.java	51	26	25	101	2598
3757562.java	35	48	28	111	3132
8299356.java	116	5	17	138	4032
2454120.java	4	36	8	48	2060
6720707.java	64	5	24	93	2420
7099238.java	107	2	23	132	4075
7173695.java	9	11	10	30	646
6824896.java	26	33	15	74	2404
5385250.java	258	0	44	302	8155
1560410.java	4	5	3	12	198
8088045.java	160	34	26	211	6014
10213283.java	605	26	149	763	19142
1664190.java	12	8	9	29	673
7804764.java	92	15	21	128	3477
441608.java	20	68	32	120	3037
5052121.java	3	4	5	12	145
5303510.java	12	8	5	25	335
4941430.java	7	2	5	14	187
2572487.java	8	4	9	21	308
8925557.java	10	2	4	16	368
5029436.java	15	3	4	22	554
131810.java	7	12	6	25	894
1578727.java	5	27	4	36	1711
9437146.java	170	3	13	186	8135
5738875.java	264	5	29	298	9082
10430910.java	484	63	77	624	14610
566957.java	227	16	50	293	12038
3920145.java	356	5	126	487	13219
5560418.java	41	0	7	48	1493
9287942.java	129	9	22	159	4942
5530478.java	129	0	92	221	4835
983627.java	282	0	46	328	9256
2788592.java	4	5	4	13	176
9951155.java	8	13	6	27	644
4394034.java	131	8	21	160	4480
10432684.java	211	74	45	327	11582
3426968.java	190	3	22	215	8306
3718203.java	100	10	13	113	2298
6234920.java	48	5	15	68	2164
9868938.java	27	31	17	70	1664
7875675.java	80	0	22	102	3454
2844511.java	7	6	3	16	275
3815382.java	184	23	20	218	7838
7524453.java	13	3	12	28	325
8669132.java	14	5	4	23	499
10521729.java	17	5	13	35	809
5656627.java	131	0	11	142	8607
2143816.java	64	16	25	105	3910
10053830.java	121	0	39	160	4907
8184564.java	11	12	11	34	960
4235278.java	5	16	6	27	930
4045866.java	24	15	8	47	1344
2079150.java	134	2	8	144	8757
8711150.java	287	3	32	322	14470
7756186.java	19	5	4	28	842
10025122.java	27	3	6	36	842
362813.java	13	4	7	24	470
11099364.java	16	3	5	24	681
8534301.java	17	5	11	33	763
11296534.java	18	5	4	27	712
1541556.java	108	7	32	146	4069
2807055.java	10	20	5	35	1366
5599444.java	1	2	2	5	56
10543837.java	33	23	16	72	2586
5623648.java	29	0	2	31	665
1986267.java	49	63	41	148	4494
5867981.java	18	11	12	41	834
8684595.java	106	0	14	120	3726
9080505.java	5	6	9	20	441
4249477.java	49	5	4	58	2344
10738422.java	159	21	31	211	8557
3890914.java	56	14	13	83	2017
5161796.java	10	2	4	16	353
3698196.java	37	0	11	48	1026
12256.java	70	2	13	85	2994
11653618.java	3	2	5	8	163
8084706.java	7	61	13	81	2880
8438344.java	7	20	5	32	1133
5096470.java	20	18	17	55	1449
6593703.java	198	14	38	250	6822
3822120.java	263	34	80	377	15229
4422136.java	7	5	6	18	392
700920.java	55	0	25	80	2662
4471566.java	43	13	10	65	1848
1222866.java	88	4	22	114	2603
2096566.java	666	54	56	776	33304
5784775.java	6	16	7	29	1038
8554911.java	12	27	12	51	1942
2698590.java	41	11	21	73	1714
9659855.java	3	5	6	14	188
2695273.java	6	14	5	25	870
4814534.java	5	12	7	24	493
9584119.java	4	17	5	26	783
8484283.java	63	0	3	66	2424
10162819.java	63	1	20	83	2614
2288660.java	27	31	17	70	1664
720587.java	4	5	4	13	381
1706060.java	157	0	32	189	7630
4276698.java	5	2	4	11	171
9514835.java	29	5	11	45	1079
8895735.java	67	12	22	100	2951
6183231.java	78	0	13	91	2103
10528113.java	3	3	3	9	109
3932055.java	54	7	10	71	1963
7468094.java	11	5	11	27	410
3372440.java	3	22	14	39	835
5911041.java	199	31	40	269	9603
7221027.java	460	24	65	549	28088
10538804.java	9	15	5	29	909
10250247.java	14	19	7	40	1314
3572504.java	10	55	14	79	3190
6589503.java	31	8	9	47	1621
7463044.java	13	50	18	81	2526
4924061.java	120	53	68	235	6673
10903828.java	3	4	4	11	105
582427.java	100	2	26	128	3514
3057408.java	263	32	30	325	7641
1173973.java	23	5	4	32	903
10680443.java	4	1	3	7	161
9248478.java	129	12	57	186	3723
2578820.java	12	55	21	88	3152
4600836.java	17	0	2	19	513
9233761.java	19	0	1	20	332
11833095.java	18	5	4	27	717
7283778.java	57	0	16	73	1295
405651.java	10	12	9	31	531
9823020.java	57	6	12	75	2680
9419285.java	90	5	26	121	3760
3788728.java	3	2	5	8	188
8505176.java	169	0	21	190	5166
5449726.java	3691	1059	1465	4236	101434
10832476.java	176	29	19	224	6401
11301768.java	15	52	13	80	2034
7966397.java	482	17	59	555	19434
615741.java	6	22	8	36	1160
6823677.java	13	21	8	42	1612
1406429.java	17	15	13	45	1437
9084642.java	127	39	26	192	7999
6864584.java	14	4	11	29	453
389552.java	24	7	10	41	1071
5449150.java	9	7	8	24	450
1708728.java	19	45	26	81	2737
1193837.java	21	0	5	26	828
2951482.java	22	2	7	31	1135
269803.java	257	38	25	320	9904
6340995.java	23	5	15	43	769
2414079.java	36	24	19	79	2333
9469450.java	364	88	56	508	16549
5886933.java	222	87	67	376	9956
302985.java	6	28	9	43	1351
11205695.java	7	0	5	12	251
1722051.java	4	22	9	33	858
3302102.java	40	0	12	52	1043
5016581.java	307	44	82	427	13164
9792084.java	32	33	29	86	2650
11144793.java	8	36	12	55	1938
2727686.java	6	5	7	18	248
1764812.java	5	14	4	23	799
4281374.java	6	11	7	24	397
4254327.java	18	0	7	25	519
6299489.java	48	13	9	70	2667
10312150.java	3	5	3	11	179
5537435.java	144	74	72	290	5511
7617272.java	260	24	69	352	7101
115576.java	130	4	25	159	4222
9615113.java	8	1	9	18	423
6232411.java	560	5	75	640	27566
5278219.java	24	21	16	61	1143
9517468.java	14	2	6	22	608
3116431.java	181	23	46	250	8906
420279.java	4	17	6	27	1018
2822709.java	296	10	77	383	14871
8505119.java	350	39	44	433	10145
4134055.java	9	0	2	11	176
1394760.java	141	0	51	192	6795
7286102.java	20	10	9	39	642
498574.java	584	9	65	657	17897
9138954.java	42	5	9	56	1611
11759821.java	14	0	4	18	404
2272467.java	217	6	42	265	8634
7159767.java	129	12	32	172	4407
9207809.java	19	5	4	28	778
2552594.java	55	3	23	81	1632
6747828.java	14	2	7	23	424
10336287.java	49	4	13	66	1586
5301533.java	72	18	14	86	2514
9066350.java	5	78	8	91	3952
5501357.java	55	2	12	69	5794
2650310.java	5	4	6	15	216
3934633.java	29	0	14	43	880
2815031.java	3	13	5	21	698
10644686.java	135	0	18	153	3522
138904.java	5	3	3	11	199
10388768.java	187	0	26	213	8384
11466470.java	21	50	17	88	3247
1283460.java	10	16	7	33	1024
10639688.java	68	28	26	118	3390
17120.java	84	0	31	115	3499
8879846.java	8	2	8	18	222
433878.java	5	16	6	27	963
9377432.java	35	5	4	44	1689
1686649.java	92	22	40	154	2784
5332032.java	18	72	31	121	4270
2074317.java	12	3	8	23	513
9283460.java	156	13	42	210	7453
3651838.java	14	2	11	27	843
8661946.java	42	138	39	219	5545
11711194.java	6	83	8	97	3489
7138911.java	5	6	5	16	434
10258015.java	50	26	13	89	2721
5972217.java	386	6	40	432	17321
6714974.java	29	3	8	40	910
8111516.java	186	4	26	216	5864
9013485.java	33	29	16	77	3027
3648.java	4	9	8	21	331
8679570.java	5	21	11	37	520
4632829.java	13	14	9	36	1214
1857489.java	27	2	22	51	1642
8361512.java	18	0	4	22	576
2582147.java	18	4	9	31	878
11686727.java	116	0	18	134	3859
11065997.java	101	11	24	128	3802
6977441.java	5	8	6	19	234
435705.java	54	71	33	158	4168
2120480.java	11	51	17	79	2236
7417082.java	750	0	143	893	30269
11748226.java	9	59	9	77	3607
8197221.java	19	41	15	75	2198
8953372.java	40	16	19	72	1904
374675.java	31	0	4	35	1211
10443995.java	44	4	11	59	1565
9944642.java	15	5	9	29	558
1885743.java	236	2	21	259	14254
834882.java	7	43	17	67	2345
1277672.java	1	2	2	5	67
9698500.java	27	3	14	44	805
4300780.java	148	0	40	188	4057
4664720.java	101	32	22	155	4241
4130379.java	112	0	15	127	3779
819108.java	16	17	8	41	1523
2214479.java	12	27	15	54	1094
4174566.java	70	8	40	118	3025
11888533.java	39	27	18	83	3279
6292485.java	193	5	29	227	5246
2421199.java	5	21	9	35	1075
11067051.java	21	0	3	24	562
316475.java	116	26	18	160	5312
8042244.java	13	14	7	32	704
11950412.java	296	10	77	383	14871
380525.java	25	8	7	40	733
232972.java	66	8	13	85	2292
7031516.java	8	7	7	22	302
4979942.java	27	0	14	41	1112
5923162.java	6	25	9	40	995
9143077.java	492	0	601	1093	19301
567206.java	6	26	9	41	1473
3254942.java	69	14	12	95	2985
9399371.java	30	1	3	34	1149
2890542.java	90	6	38	134	2474
1513695.java	129	0	23	152	3088
2296658.java	8	3	3	14	214
6126770.java	44	6	16	66	1691
10970730.java	36	2	17	55	1352
2167529.java	52	13	16	81	2132
9060058.java	41	17	14	71	2308
10891454.java	152	40	39	231	5425
6224782.java	10	17	8	35	1008
1514180.java	112	0	24	136	3307
8431402.java	8	3	3	14	174
984508.java	10	47	12	69	2135
7807272.java	4	32	7	43	1326
9443443.java	197	0	49	246	8121
2063794.java	54	31	17	102	3827
2341622.java	218	29	28	275	6745
5578789.java	404	2	20	426	13901
10932955.java	38	0	6	44	1376
9945420.java	20	7	5	30	896
7467665.java	67	18	10	95	2501
305373.java	38	6	13	57	1487
2869939.java	12	12	14	38	919
1227680.java	16	73	24	113	2686
11258268.java	3	2	5	8	205
8431019.java	26	42	41	109	3107
6709239.java	49	0	4	53	1015
302178.java	4	47	8	59	2372
8667497.java	20	10	9	39	650
4317760.java	60	23	22	105	5067
11751024.java	23	0	10	33	837
4244149.java	12	10	6	28	758
6477588.java	139	16	47	198	6390
408973.java	5	16	6	27	963
11480267.java	1	2	2	5	52
8168126.java	1269	0	72	1341	39725
2976606.java	202	2	89	293	6504
8115986.java	14	5	4	23	575
7086848.java	3116	542	202	3843	158555
7313147.java	17	5	9	31	442
10500186.java	60	0	17	77	1924
6747939.java	64	10	18	92	3710
7086885.java	27	31	17	70	1664
544193.java	119	22	24	164	5663
411456.java	4	17	6	27	1018
9583509.java	33	5	4	42	1409
6601352.java	16	16	5	37	1071
11557737.java	87	5	24	116	3446
10989821.java	43	4	18	64	1303
11744701.java	107	0	23	130	3419
3312192.java	33	8	16	57	1478
5713801.java	124	8	32	164	4466
4227647.java	73	1	27	101	3359
8080172.java	45	18	9	72	2166
7361273.java	8	12	6	26	767
6376776.java	18	81	34	132	2878
11466943.java	5	3	6	14	178
6162957.java	15	35	10	58	2096
6451952.java	99	4	14	117	3721
7941149.java	16	24	7	46	1985
6274974.java	69	0	13	82	1662
1455550.java	14	3	7	24	344
1082052.java	534	25	95	654	19434
3521836.java	48	3	10	61	1894
1950972.java	8	51	14	73	2512
4531525.java	113	22	36	170	4787
6399126.java	9	0	6	15	190
8351172.java	4	1	3	7	167
9711370.java	7	23	12	40	1415
8299712.java	120	7	21	148	5215
602993.java	22	28	11	61	2025
2652266.java	22	0	8	30	600
716496.java	79	1	28	107	2939
8095620.java	8	2	7	17	268
1069465.java	145	5	27	174	5286
10630071.java	9	24	9	42	1414
8533718.java	50	0	9	59	1348
6129924.java	91	17	34	135	4173
1690133.java	74	0	18	92	2735
8438716.java	35	0	1	36	907
6663418.java	55	52	29	135	4743
5135423.java	56	2	9	67	7232
6197401.java	320	36	54	410	14039
5830247.java	5	25	9	39	1431
5462597.java	36	0	10	46	1634
5375750.java	14	2	5	21	596
4063924.java	12	5	9	26	446
10340375.java	9	36	16	61	2105
11152445.java	32	19	9	60	1126
853458.java	108	14	38	160	5152
5433739.java	183	1	9	193	7086
10029592.java	232	44	40	316	11975
9619022.java	95	4	14	113	2724
7861171.java	10	41	16	66	1549
6745737.java	279	52	42	373	13809
4203048.java	132	118	53	303	6424
6844715.java	39	4	13	56	1231
5498527.java	83	12	20	114	3381
2692175.java	18	66	30	114	3215
3303957.java	69	13	14	96	3458
5874983.java	342	12	45	399	9296
1165658.java	46	3	13	62	1763
8934167.java	44	8	9	61	1330
2746147.java	11	4	6	21	268
8832818.java	25	0	8	33	938
5083230.java	55	3	20	76	1211
1408235.java	9	0	6	15	217
443106.java	73	0	25	98	2028
6553918.java	19	0	3	22	438
10825564.java	782	16	98	896	38347
8684244.java	2	21	6	29	894
710197.java	34	85	33	151	3422
9979211.java	38	32	11	81	1973
8185316.java	31	25	13	69	2493
9100827.java	12	10	5	26	1001
509997.java	34	85	33	151	3422
7919234.java	523	5	96	624	17601
11572515.java	373	1	199	573	15112
6352750.java	31	2	14	47	1309
2017894.java	76	4	25	105	2514
8160932.java	47	0	11	58	1726
7418852.java	380	3	35	417	14545
2772227.java	19	2	6	27	551
5534819.java	53	25	14	90	3452
2484982.java	6	16	2	24	555
11149540.java	211	18	6	235	11580
7905466.java	8	5	7	20	354
1827664.java	26	5	9	40	1095
9335914.java	220	5	39	264	5552
10565495.java	6	10	7	23	577
4341711.java	52	6	10	65	2027
6038656.java	164	5	45	214	6582
11107342.java	23	36	24	77	1871
3333292.java	9	9	4	22	754
8116485.java	134	7	23	163	7189
4415306.java	14	1	4	18	392
11129956.java	52	0	18	70	1514
1033523.java	71	3	22	96	2768
1374114.java	17	37	17	71	2839
9342152.java	14	3	9	26	409
6884336.java	121	0	12	133	4372
8378363.java	7	2	6	15	236
3162948.java	9	9	4	22	744
11278422.java	299	33	76	408	8466
4318199.java	15	10	9	33	1065
5736888.java	70	22	16	108	3989
1991464.java	34	7	9	50	1686
1787905.java	65	0	18	83	1845
10800186.java	9	9	4	22	754
3285495.java	415	16	95	514	16350
4379053.java	249	29	26	303	8700
7837163.java	19	4	10	33	827
11285325.java	8	24	10	42	1046
10301200.java	51	14	20	85	2685
1286656.java	27	16	12	55	2167
4431562.java	10	1	6	16	364
2745514.java	12	4	8	24	559
443257.java	76	13	38	115	2892
9634200.java	100	54	25	179	6914
7420451.java	79	34	39	152	4076
2521243.java	58	5	17	80	1871
981741.java	35	24	14	72	2083
8993921.java	14	0	4	18	387
212470.java	8	2	5	15	258
7011047.java	18	52	29	99	2654
1939327.java	8	44	9	58	2045
3495176.java	10	0	7	17	204
1921989.java	9	43	16	68	1796
920162.java	15	5	4	24	634
6647598.java	10	12	4	26	1263
4643994.java	14	3	3	20	478
5592314.java	160	0	37	197	6223
3733184.java	50	0	17	67	1660
9392540.java	68	4	23	95	2561
489371.java	31	6	17	54	965
4313022.java	3	2	3	8	175
406096.java	616	5	153	774	18784
8795379.java	17	4	7	28	408
6002290.java	5	14	5	23	456
984153.java	22	5	4	31	870
3711724.java	1	3	2	6	135
4624197.java	8	6	3	17	339
2998378.java	20	6	5	31	556
8531982.java	270	156	139	560	13560
9551583.java	39	0	26	65	891
10429890.java	10	17	8	35	1057
11548632.java	4	22	6	32	937
7519264.java	23	3	10	36	852
9297310.java	39	2	19	60	1387
8011198.java	275	28	38	340	12574
1138029.java	271	32	53	352	13144
738124.java	187	8	49	244	8026
6500572.java	4	1	3	7	161
10211780.java	4	30	8	42	1183
2232809.java	8	4	6	18	253
6087270.java	95	0	19	114	3334
8402903.java	77	4	20	101	3324
5797258.java	6	17	8	31	937
8412341.java	18	28	14	60	2041
4868329.java	274	4	38	316	11637
9819919.java	53	14	15	82	2658
3608058.java	901	34	131	1066	33601
7240884.java	163	14	23	200	5958
11905487.java	1	2	2	5	52
2029899.java	48	18	16	82	3105
4458119.java	107	4	10	121	3804
10772589.java	8	38	16	62	1610
10589114.java	65	2	27	94	1688
58651.java	156	5	41	201	7658
7866263.java	41	11	16	68	1751
4066842.java	192	20	37	249	9963
11099278.java	1	5	3	9	56
11632214.java	19	15	8	42	1446
1724663.java	9	29	6	43	1535
4698414.java	136	0	30	166	4834
1239555.java	19	5	4	28	757
1302729.java	74	0	19	93	2506
4516820.java	116	3	29	148	4653
20652.java	17	11	14	42	671
585808.java	6	9	7	22	507
1327001.java	139	2	26	166	6372
8493406.java	52	13	20	84	1526
4578756.java	4	1	3	7	149
1253703.java	7	2	4	13	373
3758353.java	4	10	4	18	416
1553499.java	26	18	10	54	1830
6741302.java	117	2	10	128	3393
6731096.java	81	6	17	104	1643
2356091.java	256	0	38	294	7151
6439212.java	8	3	3	14	169
11295604.java	64	1	17	82	2508
10554670.java	166	4	31	201	8429
6797590.java	57	0	10	67	1858
4348977.java	236	26	19	281	15163
4387895.java	60	84	15	159	4283
5527017.java	4	16	6	26	832
7297848.java	7	16	10	33	918
3357071.java	27	1	9	36	1046
2182927.java	100	2	15	117	4606
3398343.java	35	3	10	48	1345
7314781.java	90	1	30	120	3418
636341.java	3	11	4	18	664
2503944.java	4	13	4	21	698
2741910.java	470	24	40	533	23965
1876042.java	83	6	21	110	2939
10610852.java	16	16	9	41	1460
11562550.java	204	4	24	232	7051
10827284.java	51	8	15	74	1812
4578368.java	112	10	18	139	3928
8471945.java	21	17	21	55	1323
741535.java	15	0	5	20	386
7892470.java	209	0	34	243	5554
1298097.java	130	2	17	149	7807
943772.java	394	106	80	580	14170
9234253.java	100	11	17	128	3363
5194606.java	17	6	7	30	798
10297202.java	228	64	59	351	10396
1507511.java	53	0	13	66	1009
6461646.java	24	2	12	38	557
11596144.java	48	0	11	59	1778
11779370.java	117	0	33	150	2918
7267613.java	54	0	33	87	1487
4619126.java	8	3	3	14	182
9576332.java	46	0	16	62	1319
3260334.java	85	59	20	161	6459
2858955.java	719	65	70	854	24369
6811050.java	31	2	11	44	669
10087253.java	6	29	13	48	1624
2669446.java	159	30	20	209	7653
5380358.java	15	7	7	29	679
2020723.java	100	13	23	136	3406
2781043.java	79	0	21	100	2723
616321.java	435	32	39	482	23219
9721335.java	40	2	8	50	1298
3913378.java	4	1	3	7	164
9751640.java	21	0	6	27	535
11007384.java	6	16	5	27	808
6908913.java	3	6	4	13	206
5319203.java	11	3	7	21	327
3372877.java	31	3	11	45	819
5040417.java	15	3	4	22	554
8377870.java	20	3	9	32	777
2437646.java	5	13	7	25	870
4329578.java	2201	44	418	2637	83193
1572412.java	62	18	15	95	2879
5556225.java	32	26	7	65	2163
3262921.java	336	8	76	418	16130
8568543.java	968	28	142	1138	36376
3731619.java	31	16	13	60	1440
963992.java	88	69	38	193	3941
492477.java	27	31	17	70	1664
5930581.java	53	0	20	73	1306
1352042.java	4	4	5	13	205
313194.java	133	20	46	198	4621
10451530.java	15	2	5	22	583
9288279.java	40	0	7	47	1453
2593607.java	342	14	159	515	16852
9034518.java	10	33	17	60	1595
465957.java	134	20	35	189	4829
10683792.java	14	2	4	19	495
3495798.java	34	5	4	43	1446
3642342.java	82	15	27	124	4006
5550679.java	4	2	3	9	173
7072674.java	140	4	29	173	3544
3986115.java	6	95	10	110	4951
5031822.java	629	67	106	777	27368
5164161.java	288	22	42	352	10470
3473408.java	23	14	9	46	1344
5188951.java	34	5	4	43	1432
1570935.java	114	36	31	181	5782
4813282.java	46	17	15	78	1999
364162.java	13	15	8	36	786
4508223.java	33	0	9	42	985
9307076.java	44	1	22	66	1225
409152.java	54	71	33	158	4168
5079967.java	6	41	9	56	1854
2685724.java	123	41	28	190	5697
2446915.java	8	0	5	13	146
2189638.java	123	17	16	156	4911
11883669.java	22	5	13	40	616
725406.java	251	0	55	306	6789
2217255.java	115	5	29	146	4466
4271450.java	23	18	9	49	1283
1907399.java	183	0	38	221	9577
1518530.java	35	2	9	46	1316
4553713.java	296	23	71	389	10179
11844288.java	27	68	27	112	3663
2408586.java	24	0	8	32	704
10273164.java	41	110	13	164	6013
3440588.java	277	16	58	351	10365
2504539.java	18	0	5	23	588
6575063.java	24	0	6	30	494
6053455.java	69	32	18	119	3725
4035481.java	25	23	14	62	2093
4722696.java	115	11	33	159	4814
6270543.java	12	30	8	48	2204
8480734.java	194	2	53	249	7183
3197987.java	138	2	36	176	5926
3477800.java	6	2	7	15	188
3880701.java	13	1	5	18	375
2206250.java	64	16	25	105	3910
4913473.java	19	4	7	30	531
10830793.java	11	16	7	34	1094
8745845.java	23	6	10	39	867
3927966.java	64	8	28	98	2332
4027534.java	117	0	34	151	3777
2206660.java	38	43	26	101	2624
5215627.java	343	3	53	399	13196
2495849.java	6	16	2	24	555
11870272.java	175	0	64	239	6409
6982859.java	66	5	24	95	2623
6313031.java	411	21	99	530	17042
433118.java	67	74	35	176	4180
5546333.java	14	3	8	25	506
10001592.java	72	19	21	112	4491
9121842.java	374	4	20	398	12266
1118198.java	83	0	11	94	2033
4023912.java	102	119	301	522	10358
4987299.java	101	0	17	118	3268
7917454.java	27	2	8	37	1411
1869528.java	37	24	11	69	2206
1248366.java	3	13	7	23	679
2680366.java	96	83	35	214	4317
9768668.java	6	17	8	31	898
8696447.java	11	39	11	61	1981
6395048.java	10	45	17	72	2211
1255523.java	46	1	14	60	2102
11721644.java	11	38	11	60	2007
80766.java	5	5	8	18	320
8399212.java	5	26	9	40	1403
4945313.java	9	26	9	43	1710
10572339.java	10	6	7	23	435
7749079.java	28	3	18	49	804
10879461.java	68	447	136	633	12593
6967296.java	14	72	25	111	3647
1381730.java	186	25	14	225	13647
4041592.java	55	8	8	71	2279
10455797.java	18	6	6	30	1123
3973285.java	9	36	9	54	2191
6025116.java	47	27	11	84	3694
6385257.java	67	11	12	90	3131
415140.java	7	16	8	31	1020
4952067.java	40	4	14	58	1445
7747987.java	69	4	11	84	2476
5974827.java	24	43	11	78	2623
7256509.java	58	2	19	78	2295
916567.java	140	1	22	162	6616
8047684.java	15	5	5	25	701
9718314.java	14	5	10	29	434
1824091.java	405	5	54	464	18905
2186464.java	267	4	83	354	6943
810338.java	9	20	5	34	1066
9539437.java	185	11	28	224	6449
918621.java	62	9	25	96	1980
2246102.java	84	3	14	99	2210
1995914.java	18	5	7	30	531
1887977.java	11	6	6	23	440
90674.java	157	5	35	197	6763
301655.java	99	32	26	154	5277
10158982.java	85	1	21	107	2930
2087797.java	88	0	20	108	2977
10075512.java	44	4	11	59	1801
9861174.java	12	2	5	19	345
9571712.java	5	36	7	48	1946
1617819.java	10	31	8	49	1440
4099166.java	1	2	2	5	41
6939645.java	8	37	16	61	1609
615089.java	154	0	36	190	5164
3611486.java	5	15	7	27	593
10740756.java	11	1	5	17	232
8957019.java	127	6	31	164	4863
5828916.java	204	12	36	252	10030
10392771.java	103	6	16	125	4129
4862610.java	318	30	138	486	13338
8542022.java	52	11	12	74	2115
926276.java	56	3	17	72	2252
